"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"6590","芝浦メカトロニクス","東証PR","電気機器","94450","13971900","4.11","278","8.52","2.05","793.26","3289.74","676000","100","20250123","10340","20250407","5060"
"6592","マブチモーター","東証PR","電気機器","275442","130324924","3.69","78","17.59","0.87","120.16","2435.85","211350","100","20250319","2402","20250409","1984"
"6594","ニデック","東証PR","電気機器","3122742","1192568936","1.62","42.5","15.01","1.75","174.47","1499.86","261850","100","20250108","2965","20250409","1862"
"6597","HPCシステムズ","東証GR","電気機器","5113","4366000","2.22","26","12.02","2.09","97.46","559.92","117100","100","20250107","1554","20250407","950"
"6599","エブレン","東証ST","電気機器","3310","1536000","1.86","40","9.29","0.69","231.95","3102.83","215500","100","20250331","2347","20250407","2018"
"6612","バルミューダ","東証GR","電気機器","7552","8466400","0","0","755.93","1.74","1.18","513.93","89200","100","20250217","1149","20250407","801"
"6613","QDレーザ","東証GR","電気機器","12069","41761392","0","0","-","2.26","-12.88","127.75","28900","100","20250218","350","20250407","220"
"6614","シキノハイテック","東証ST","電気機器","4426","4426000","1.5","15","-","1.8","-1.58","557.08","100000","100","20250314","1383","20250407","765"
"6615","ユー・エム・シー・エレクトロニクス","東証PR","電気機器","8144","28277620","3.47","10","7.75","0.42","37.15","686.5","28800","100","20250327","319","20250407","220"
"6616","トレックス・セミコンダクター","東証PR","電気機器","13391","11554200","4.83","56","-","0.64","-90.86","1815.48","115900","100","20250318","1322","20250407","919"
"6617","東光高岳","東証PR","電気機器","36963","16276305","3.26","74","9.35","0.6","243","3798.71","227100","100","20250430","2312","20250407","1740"
"6619","ダブル・スコープ","東証PR","電気機器","13917","55225600","0","0","-","0.28","-132.91","902.47","25200","100","20250108","296","20250407","174"
"6620","宮越ホールディングス","東証PR","不動産","50299","40014943","0","0","139.67","1.96","9","642.14","125700","100","20250106","1949","20250407","897"
"6622","ダイヘン","東証PR","電気機器","164577","25203291","2.53","165","13.23","1.13","493.49","5761.06","653000","100","20250108","8250","20250407","4980"
"6625","JALCOホールディングス","東証ST","不動産","35517","117218618","5.94","18","98.38","1.75","3.08","172.66","30300","100","20250106","379","20250407","202"
"6626","SEMITEC","東証ST","電気機器","20139","11371600","2.26","40","6.14","0.81","288.63","2195.2","177100","100","20250106","2057","20250407","1214"
"6627","テラプローブ","東証ST","電気機器","25063","9282500","-","-","-","0.66","-","4111.57","270000","100","20250218","3670","20250407","1901"
"6629","テクノホライゾン","東証ST","電気機器","7814","21063300","3.23","12","8.33","0.5","44.52","736.66","37100","100","20250321","450","20250407","299"
"6630","ヤーマン","東証PR","電気機器","49246","58348880","1.07","9","42.22","1.77","19.99","477.82","84400","100","20250421","926","20250117","668"
"6632","JVCケンウッド","東証PR","電気機器","194258","164000201","1.52","18","12.53","1.4","94.57","845.07","118450","100","20250130","1832","20250407","901"
"6633","CGSホールディングス","東証ST","電気機器","3087","9801549","3.17","10","14.96","0.94","21.05","335.77","31500","100","20250120","342","20250407","271"
"6634","ネクスグループ","東証ST","電気機器","5107","38114227","0","0","319.05","1.15","0.42","116.04","13400","100","20250212","257","20250106","99"
"6635","大日光・エンジニアリング","東証ST","電気機器","3271","6800600","3.33","16","6.38","0.47","75.43","1017.71","48100","100","20250214","517","20250407","382"
"6637","寺崎電気産業","東証ST","電気機器","27428","13030000","1.47","31","7.16","0.55","293.96","3861.21","210500","100","20250217","2718","20250407","1597"
"6638","ミマキエンジニアリング","東証PR","電気機器","46234","32040000","3.64","52.5","7.37","1.31","195.92","1099.56","144300","100","20250327","1725","20250407","1141"
"6643","戸上電機製作所","東証ST","電気機器","16893","4896558","4.35","150","6.49","0.77","531.97","4488.14","345000","100","20250205","3775","20250407","2800"
"6644","大崎電気工業","東証PR","電気機器","40448","48267180","2.63","22","12.62","0.77","66.41","1095.23","83800","100","20250207","899","20250407","676"
"6645","オムロン","東証PR","電気機器","894484","206244872","2.4","104","68.32","1.07","63.48","4055.35","433700","100","20250106","5336","20250409","3634"
"6647","森尾電機","東証ST","電気機器","2301","1425000","3.1","50","10.05","0.46","160.69","3517.37","161500","100","20250415","1820","20250407","1503"
"6648","かわでん","東証ST","電気機器","18759","4192000","4.25","190","8.48","0.84","527.61","5320.64","447500","100","20250430","4610","20250127","2469"
"6651","日東工業","東証PR","電気機器","121576","40458000","4.39","132","11.4","1.04","263.62","2901.88","300500","100","20250318","3480","20250407","2681"
"6652","IDEC","東証PR","電気機器","75951","33224485","5.69","130","47.44","1.04","48.19","2199.82","228600","100","20250318","2666","20250411","2003"
"6653","正興電機製作所","東証PR","電気機器","18262","13908595","3.43","45","9.58","1.1","137.1","1197.62","131300","100","20250502","1330","20250407","954"
"6654","不二電機工業","東証ST","電気機器","6799","6469000","3.04","32","27.33","0.54","38.46","1935.09","105100","100","20250129","1154","20250407","939"
"6656","インスペック","東証ST","電気機器","2280","4006800","0","0","-","4.06","-37.44","140.02","56900","100","20250124","930","20250407","407"
"6658","シライ電子工業","東証ST","電気機器","8208","15116000","5.52","30","5.46","0.91","99.47","594.73","54300","100","20250114","654","20250407","475"
"6659","メディアリンクス","東証ST","電気機器","2008","46695300","0","0","-","0.86","-11.39","49.74","4300","100","20250214","90","20250407","42"
"6662","ユビテック","東証ST","電気機器","3299","14791600","-","-","-","1.79","-","124.8","22300","100","20250327","256","20250407","193"
"6663","太洋テクノレックス","東証ST","電気機器","1360","5992400","1.32","3","43.82","0.55","5.18","409.44","22700","100","20250416","324","20250407","192"
"6664","オプトエレクトロニクス","東証ST","電気機器","1467","6578000","0","0","98.24","0.27","2.27","828.43","22300","100","20250325","270","20250407","193"
"6666","リバーエレテック","東証ST","電気機器","3216","8692652","2.7","10","-","0.71","-10.33","523.17","37000","100","20250106","427","20250407","298"
"6668","アドテックプラズマテクノロジー","東証ST","電気機器","10054","8586000","1.88","22","7.71","0.81","151.91","1454.24","117100","100","20250218","1528","20250409","1000"
"6670","MCJ","東証ST","電気機器","135157","101774700","3.01","40","10.27","1.54","129.25","863.49","132800","100","20250106","1458","20250407","1143"
"6674","ジーエス・ユアサコーポレーション","東証PR","電気機器","248655","100446442","2.83","70","9.2","0.73","269.19","3409.12","247550","100","20250107","2690","20250407","1944"
"6675","サクサ","東証ST","電気機器","18891","6244962","5.45","165","5.49","0.59","550.99","5135.04","302500","100","20250306","3345","20250407","2664"
"6676","バッファロー","東証ST","電気機器","31901","15300000","4","83.5","5.58","0.72","373.69","2911.13","208500","100","20250213","2705","20250407","1750"
"6677","エスケーエレクトロニクス","東証ST","電気機器","26761","11368400","5.27","124","9.4","0.75","250.38","3132.27","235400","100","20250212","2529","20250407","1835"
"6678","テクノメディカ","東証ST","電気機器","15689","8760000","3.8","68","12.78","0.9","140.11","1992.93","179100","100","20250106","1835","20250407","1580"
"6694","ズーム","東証ST","電気機器","3111","4594824","4.73","32","8.67","0.41","78.1","1646.27","67700","100","20250402","726","20250407","579"
"6696","トラース・オン・プロダクト","東証GR","電気機器","2417","4824991","0","0","404.03","5.88","1.24","85.15","50100","100","20250317","645","20250407","366"
"6697","テックポイント・インク（外国株）","東証GR","電気機器","-","-","-","-","-","-","-","-","270900","100","20250120","3030","20250114","1154"
"6699","ダイヤモンドエレクトリックホールディングス","東証PR","電気機器","5443","9163001","4.21","25","-","0.46","-53.73","1280.32","59400","100","20250327","650","20250407","451"
"6701","日本電気","東証PR","電気機器","4768051","1364249315","0.92","32","-","2.39","-","1464.71","349500","100","20250501","3537","20250117","2497"
"6702","富士通","東証PR","電気機器","6532276","2071108450","0.95","30","14.37","3.22","219.43","979.53","315400","100","20250306","3260","20250407","2514"
"6703","沖電気工業","東証PR","電気機器","82421","87217602","3.17","30","8.62","0.59","109.57","1596.09","94500","100","20250319","1067","20250407","777"
"6706","電気興業","東証PR","電気機器","21048","10900000","3.11","60","45.24","0.5","42.68","3858.34","193100","100","20250423","1967","20250226","1576"
"6707","サンケン電気","東証PR","電気機器","152395","25098060","0","0","3.17","0.93","1913.18","6499.48","607200","100","20250319","7908","20250117","5640"
"6715","ナカヨ","東証ST","電気機器","12208","4794963","0","0","21.5","0.73","118.44","3501.54","254600","100","20250415","2608","20250130","998"
"6718","アイホン","東証PR","電気機器","45550","18220000","5.2","130","11.37","0.62","219.97","4019.4","250000","100","20250106","2777","20250407","2174"
"6721","ウインテスト","東証ST","電気機器","5564","52993100","0","0","-","6.94","-","15.12","10500","100","20250204","317","20250121","81"
"6723","ルネサスエレクトロニクス","東証PR","電気機器","3241776","1870614885","-","-","-","1.34","-","1289.78","173300","100","20250220","2750","20250407","1320"
"6724","セイコーエプソン","東証PR","電気機器","717260","373573152","3.85","74","15","0.76","127.99","2512.15","192000","100","20250106","2851","20250421","1813"
"6727","ワコム","東証PR","電気機器","80592","146000000","3.99","22","15.73","2.2","35.1","250.63","55200","100","20250107","733","20250407","449"
"6728","アルバック","東証PR","電気機器","242782","49355938","3.33","164","10.54","1.1","466.78","4485.47","491900","100","20250123","6632","20250407","3915"
"6730","アクセル","東証ST","電気機器","11784","11211989","3.9","41","12.78","0.89","82.21","1179","105100","100","20250207","1361","20250407","899"
"6731","ピクセラ","東証ST","電気機器","2202","66715276","0","0","-","6.41","-","5.15","3300","100","20250221","50","20250212","29"
"6734","ニューテック","東証ST","電気機器","3309","2081000","3.14","50","11.37","1.14","139.79","1398.02","159000","100","20250218","1783","20250409","1375"
"6736","サン電子","東証ST","電気機器","185340","24007728","-","-","-","3.95","-","1954.61","772000","100","20250213","10500","20250407","6000"
"6737","EIZO","東証PR","電気機器","90299","43962320","5.11","105","24.86","0.67","82.61","3076.09","205400","100","20250306","2279","20250407","1773"
"6740","ジャパンディスプレイ","東証PR","電気機器","65967","3880388022","0","0","-","1.79","-10.03","9.51","1700","100","20250120","21","20250407","14"
"6741","日本信号","東証PR","電気機器","66495","68339704","4.42","43","7.14","0.62","136.28","1557.19","97300","100","20250502","982","20250407","781"
"6742","京三製作所","東証PR","電気機器","30291","62844251","4.15","20","6.87","0.64","70.16","754.55","48200","100","20250106","544","20250407","393"
"6743","大同信号","東証ST","電気機器","9405","18018000","2.3","12","5.64","0.35","92.48","1506.2","52200","100","20250325","539","20250407","441"
"6744","能美防災","東証PR","電気機器","202877","60832771","1.8","60","20.13","1.61","165.69","2067.87","333500","100","20250423","3375","20250407","2723"
"6745","ホーチキ","東証PR","電気機器","65446","26400000","2.9","72","8.93","1.09","277.72","2283.32","247900","100","20250305","2676","20250407","2030"
"6748","星和電機","東証ST","電気機器","7228","13238700","3.3","18","5.73","0.41","95.21","1318.44","54600","100","20250305","589","20250407","462"
"6750","エレコム","東証PR","電気機器","151520","92221420","2.92","48","13.36","1.51","122.94","1085.43","164300","100","20250310","1731","20250115","1421"
"6752","パナソニックホールディングス","東証PR","電気機器","4140651","2454446497","2.37","40","12.7","0.8","132.8","2102.53","168700","100","20250218","1919","20250407","1364"
"6753","シャープ","東証PR","電気機器","554732","650406538","-","-","-","3.8","-","224.36","85290","100","20250213","1030","20250409","717"
"6754","アンリツ","東証PR","電気機器","194023","135870594","2.8","40","16.74","1.48","85.28","963.38","142800","100","20250213","1498","20250407","1145"
"6755","富士通ゼネラル","東証PR","電気機器","306557","109406661","-","-","-","2.24","-","1248.6","280200","100","20250428","2805","20250106","2263"
"6757","OSGコーポレーション","東証ST","電気機器","4180","5500000","5.26","40","13.16","1.54","57.75","494.28","76000","100","20250108","1144","20250407","699"
"6758","ソニーグループ","東証PR","電気機器","22951093","6149810645","0.54","20","20.93","2.75","178.3","1358.5","373200","100","20250218","3904","20250407","2980"
"6762","TDK","東証PR","電気機器","3007151","1943859885","1.94","30","21.75","1.63","71.14","948.59","154700","100","20250106","2094","20250407","1165"
"6763","帝国通信工業","東証PR","電気機器","22324","9856107","4.42","100","12.66","0.79","178.95","2879.65","226500","100","20250327","2570","20250407","1855"
"6768","タムラ製作所","東証PR","電気機器","37082","82771473","2.9","13","10.77","0.61","41.59","729.55","44800","100","20250206","642","20250407","374"
"6769","ザインエレクトロニクス","東証ST","電気機器","10970","12340100","1.69","15","31.55","1.01","28.18","879.05","88900","100","20250319","1133","20250407","731"
"6770","アルプスアルパイン","東証PR","電気機器","306336","219281450","4.29","60","63.85","0.69","21.88","2013.07","139700","100","20250204","1716","20250407","1195"
"6771","池上通信機","東証ST","電気機器","4182","7285746","1.74","10","22.99","0.31","24.97","1860.04","57400","100","20250321","698","20250407","510"
"6772","東京コスモス電機","東証ST","電気機器","9994","1581250","2.53","160","15.25","1.14","414.47","5552.86","632000","100","20250217","6910","20250110","5460"
"6775","TBグループ","東証ST","電気機器","1722","13996942","0","0","-","2.71","-","45.33","12300","100","20250325","174","20250407","98"
"6776","天昇電気工業","東証ST","化学","4526","17014000","1.88","5","7.54","0.46","35.27","572.72","26600","100","20250421","290","20250408","215"
"6777","santec_Holdings","東証ST","電気機器","50476","11961100","3.32","140","11.28","2.38","374.13","1769.44","422000","100","20250106","7490","20250407","3375"
"6778","アルチザネットワークス","東証ST","電気機器","5737","9562000","3.33","20","20.92","0.81","28.68","744.17","60000","100","20250402","623","20250407","502"
"6779","日本電波工業","東証PR","電気機器","18040","23128605","3.85","30","7.19","0.61","108.41","1275.34","78000","100","20250218","940","20250407","613"
"6785","鈴木","東証PR","電気機器","22975","14404400","5.02","80","9.72","0.87","164.13","1835.73","159500","100","20250212","1904","20250407","1289"
"6786","RVH","東証ST","サービス","1545","25321760","0","0","-","1.63","-","37.48","6100","100","20250331","85","20250117","41"
"6787","メイコー","東証PR","電気機器","168861","26803320","1.27","80","10.77","1.44","584.73","4389.81","630000","100","20250207","9340","20250407","4545"
"6788","日本トリム","東証PR","電気機器","35190","8656780","3.2","130","12.61","1.33","322.25","3057.8","406500","100","20250424","4130","20250407","3340"
"6794","フォスター電機","東証PR","電気機器","30525","25000000","4.91","60","7.78","0.44","156.99","2782.47","122100","100","20250127","1660","20250407","962"
"6797","名古屋電機工業","東証ST","電気機器","14501","12844000","3.76","42.5","7.79","0.63","145","1793.39","112900","100","20250324","1188","20250407","915"
"6798","SMK","東証PR","電気機器","17064","7200000","5.91","140","75.12","0.47","31.55","5053.82","237000","100","20250129","3025","20250407","1989"
"6800","ヨコオ","東証PR","電気機器","28715","23849878","3.99","48","11.94","0.53","100.81","2277.97","120400","100","20250107","1812","20250409","1018"
"6803","ティアック","東証ST","電気機器","2112","28931713","1.37","1","10.52","0.62","6.94","117.76","7300","100","20250331","89","20250407","59"
"6804","ホシデン","東証PR","電気機器","112508","60164784","2.03","38","10.75","0.69","173.91","2704.45","187000","100","20250106","2320","20250407","1615"
"6806","ヒロセ電機","東証PR","電気機器","587701","35693969","2.98","490","17.41","1.48","945.8","11109.36","1646500","100","20250204","20290","20250409","14590"
"6807","日本航空電子工業","東証PR","電気機器","160009","70302608","2.64","60","11.8","1.15","192.88","1981.53","227600","100","20250106","3015","20250409","2119"
"6809","TOA","東証PR","電気機器","31918","34136635","4.28","40","11.71","0.59","79.83","1582.9","93500","100","20250106","1009","20250407","797"
"6810","マクセル","東証PR","電気機器","81845","46956200","2.87","50","10.74","0.82","162.32","2118.37","174300","100","20250123","2035","20250407","1476"
"6814","古野電気","東証PR","電気機器","78397","31894554","4.48","110","8.63","1.08","284.83","2284.52","245800","100","20250120","3040","20250407","1803"
"6817","スミダコーポレーション","東証PR","電気機器","32634","33097017","5.38","53","10.18","0.58","96.83","1700.65","98600","100","20250210","1053","20250407","757"
"6819","伊豆シャボテンリゾート","東証ST","サービス","8906","18477768","3.11","15","11.87","1.66","40.59","289.57","48200","100","20250227","597","20250407","411"
"6820","アイコム","東証PR","電気機器","40050","14850000","2.93","79","13.82","0.58","195.09","4641.69","269700","100","20250324","3045","20250409","2346"
"6822","大井電気","東証ST","電気機器","4131","1470000","0","0","3.51","0.55","801.67","5085.23","281000","100","20250324","3030","20250128","1780"
"6823","リオン","東証PR","電気機器","28572","12336700","3.02","70","9.06","0.91","255.7","2551.75","231600","100","20250131","2830","20250407","1952"
"6824","新コスモス電機","東証ST","電気機器","28953","12561000","2.08","48","8.93","0.61","258.14","3796.4","230500","100","20250207","2950","20250407","2050"
"6832","アオイ電子","東証ST","電気機器","20952","12000000","3.09","54","108.65","0.45","16.07","3864.64","174600","100","20250123","2378","20250409","1519"
"6834","精工技研","東証ST","電気機器","31361","9333654","1.93","65","20.44","1.12","164.41","2989.49","336000","100","20250106","5800","20250407","2534"
"6835","アライドテレシスホールディングス","東証ST","電気機器","15942","107715743","-","-","-","0.82","-","180.58","14800","100","20250225","297","20250117","100"
"6836","ぷらっとホーム","東証ST","電気機器","3795","4785000","0","0","250.16","9.75","3.17","81.33","79300","100","20250328","1907","20250502","788"
"6837","京写","東証ST","電気機器","5133","14624000","3.13","11","7.95","0.59","44.15","599.92","35100","100","20250210","404","20250407","299"
"6838","多摩川ホールディングス","東証ST","電気機器","4438","6584900","0.45","3","28.99","0.88","23.25","765.24","67400","100","20250106","835","20250407","561"
"6840","AKIBAホールディングス","東証ST","電気機器","2142","9192560","0","0","17.55","0.62","13.28","377.26","23300","100","20250110","303","20250409","186"
"6841","横河電機","東証PR","電気機器","846704","268624510","1.84","58","16.08","1.75","196.02","1801.92","315200","100","20250124","3562","20250407","2448"
"6844","新電元工業","東証PR","電気機器","21422","10338884","3.14","65","-","0.31","-261.74","6578.3","207200","100","20250212","2658","20250409","1625"
"6845","アズビル","東証PR","電気機器","709251","560672736","1.74","22","17.55","2.83","72.06","447.61","126500","100","20250502","1267.5","20250407","990"
"6848","東亜ディーケーケー","東証ST","電気機器","15785","19880620","2.77","22","13.41","0.72","59.22","1096.67","79400","100","20250324","855","20250407","710"
"6849","日本光電工業","東証PR","電気機器","295593","170961960","1.79","31","24.04","1.6","71.91","1078.59","172900","100","20250206","2465","20250407","1680"
"6850","チノー","東証PR","電気機器","17742","9260116","3.65","70","10.11","0.79","189.44","2423.63","191600","100","20250106","2298","20250407","1619"
"6853","共和電業","東証ST","電気機器","13555","27775900","4.1","20","12.09","0.73","40.37","666.25","48800","100","20250325","507","20250117","389"
"6855","日本電子材料","東証ST","電気機器","23840","12647416","2.92","55","9.92","0.91","190.02","2069.74","188500","100","20250109","2415","20250407","1252"
"6856","堀場製作所","東証PR","電気機器","424022","42233252","2.89","290","11.08","1.34","905.79","7485.06","1004000","100","20250319","10430","20250407","7858"
"6857","アドバンテスト","東証PR","電気機器","4855037","766141256","-","-","25.98","9.17","243.96","690.8","633700","100","20250110","10430","20250407","4703"
"6858","小野測器","東証ST","電気機器","6478","12200000","3.77","20","9.98","0.35","53.23","1519.57","53100","100","20250131","591","20250407","411"
"6859","エスペック","東証PR","電気機器","54887","23781394","4.12","95","8.69","0.91","265.66","2549.67","230800","100","20250106","2722","20250407","1920"
"6861","キーエンス","東証PR","電気機器","15283171","243207684","0.56","350","-","4.9","-","12817.43","6284000","100","20250129","69490","20250407","49780"
"6862","ミナトホールディングス","東証ST","電気機器","7308","7925714","1.52","14","14.12","1.14","65.31","807.2","92200","100","20250219","1034","20250409","767"
"6863","ニレコ","東証ST","電気機器","12648","7750159","4.84","79","9.36","0.76","174.37","2160.91","163200","100","20250207","1929","20250407","1355"
"6864","エヌエフホールディングス","東証ST","電気機器","8703","7070000","2.6","32","24","0.69","51.29","1787.21","123100","100","20250108","1930","20250407","930"
"6866","日置電機","東証PR","電気機器","79799","14024365","3.51","200","11.96","1.95","475.85","2914.56","569000","100","20250127","8190","20250421","5550"
"6867","リーダー電子","東証ST","電気機器","1855","4514301","3.65","15","-","0.46","-47.76","892.3","41100","100","20250206","485","20250407","333"
"6869","シスメックス","東証PR","電気機器","1682582","629473176","1.12","30","30.3","3.6","88.21","742.31","267300","100","20250129","3063","20250407","2548"
"6870","日本フェンオール","東証ST","電気機器","9983","5893000","4.37","74","15.35","0.7","110.39","2408.06","169400","100","20250422","1774","20250407","1560"
"6871","日本マイクロニクス","東証PR","電気機器","123478","40025316","-","-","-","2.4","-","1286.49","308500","100","20250221","5120","20250407","2482"
"6874","協立電機","東証ST","電気機器","18394","4369200","2.85","120","9.16","0.91","459.74","4606.84","421000","100","20250324","4695","20250407","3500"
"6875","メガチップス","東証PR","電気機器","95930","20652400","3.01","140","16.44","0.53","282.61","8844.86","464500","100","20250106","6500","20250407","3695"
"6877","OBARA　GROUP","東証ST","電気機器","69495","20869380","4.5","150","8.46","0.72","393.66","4598.51","333000","100","20250106","4035","20250407","3015"
"6879","IMAGICA_GROUP","東証PR","情報通信","24339","44741467","2.76","15","-","0.65","-33.89","834.87","54400","100","20250205","579","20250407","453"
"6882","三社電機製作所","東証ST","電気機器","12020","14950000","4.98","40","15.28","0.44","52.63","1846.24","80400","100","20250324","933","20250407","703"
"6888","アクモス","東証ST","情報通信","5608","10215400","4.55","25","12.08","1.66","45.45","331.69","54900","100","20250425","566","20250407","473"
"6890","フェローテックホールディングス","東証ST","電気機器","115769","47117949","5.7","140","7.22","0.53","340.32","4617.45","245700","100","20250321","3075","20250407","1923"
"6894","パルステック工業","東証ST","電気機器","2257","1393459","3.7","60","9.85","0.61","164.45","2650.5","162000","100","20250219","1830","20250422","1520"
"6897","ツインバード","東証ST","電気機器","4515","10906300","3.14","13","44.14","0.57","9.38","726.36","41400","100","20250225","450","20250407","388"
"6898","トミタ電機","東証ST","電気機器","2435","816979","0","0","801.08","0.62","3.72","4774.91","298000","100","20250430","2995","20250212","2001"
"6899","ASTI","東証ST","電気機器","6656","3417006","5.65","110","5.54","0.24","351.91","8015.06","194800","100","20250212","2318","20250407","1588"
"6901","澤藤電機","東証ST","電気機器","3708","4322000","3.73","32","33.66","0.3","25.49","2892.58","85800","100","20250327","925","20250407","682"
"6902","デンソー","東証PR","輸送用機器","5548327","2910979691","3.36","64","10.43","1.08","182.8","1767.02","190600","100","20250131","2248","20250407","1568"
"6904","原田工業","東証ST","電気機器","10117","21758000","1.61","7.5","101.09","0.8","4.6","579.89","46500","100","20250210","528","20250407","403"
"6905","コーセル","東証PR","電気機器","44728","41186100","5.06","55","57.37","0.79","18.93","1380.23","108600","100","20250321","1127","20250407","916"
"6907","ジオマテック","東証ST","電気機器","7450","9152400","0","0","18.4","0.72","44.25","1138.01","81400","100","20250108","875","20250409","580"
"6908","イリソ電子工業","東証PR","電気機器","62742","24460879","3.9","100","43.43","0.75","59.06","3414.18","256500","100","20250205","3030","20250407","2254"
"6912","菊水ホールディングス","東証ST","電気機器","12335","9900000","3.77","47","7.9","0.76","157.79","1644.43","124600","100","20250204","1468","20250409","1085"
"6914","オプテックスグループ","東証PR","電気機器","57887","37735784","2.93","45","9.26","1.1","165.66","1395.81","153400","100","20250319","1861","20250409","1350"
"6915","千代田インテグレ","東証ST","電気機器","31735","11628929","-","-","8.85","0.66","308.37","4135.5","272900","100","20250106","3260","20250407","2264"
"6918","アバールデータ","東証ST","電気機器","14143","7117842","3.52","70","10.55","0.61","188.3","3261.98","198700","100","20250109","2882","20250407","1666"
"6919","ケル","東証ST","電気機器","10275","7743000","6.03","80","17.54","0.64","75.66","2089.14","132700","100","20250318","1453","20250409","1146"
"6920","レーザーテック","東証PR","電気機器","1247409","94286400","2.18","288","16.12","6.73","820.5","1965.98","1323000","100","20250108","16400","20250407","10245"
"6923","スタンレー電気","東証PR","電気機器","409488","152000000","-","-","-","0.83","-","3255.93","269400","100","20250321","3025","20250409","2396"
"6925","ウシオ電機","東証PR","電気機器","161505","92500000","4.01","70","28.73","0.73","60.78","2384.46","174600","100","20250107","2189","20250411","1526"
"6926","岡谷電機産業","東証ST","電気機器","4607","22921562","0","0","-","0.57","-68.38","351.45","20100","100","20250107","226","20250407","165"
"6927","ヘリオステクノホールディング","東証ST","電気機器","20731","22806900","3.85","35","29.99","1.04","30.31","871.9","90900","100","20250106","982","20250407","743"
"6928","エノモト","東証PR","電気機器","8932","6865360","5.46","71","19.06","0.4","68.26","3231.5","130100","100","20250326","1494","20250407","1051"
"6929","日本セラミック","東証PR","電気機器","71809","27231257","4.74","125","13.69","1.17","192.68","2262.03","263700","100","20250326","3005","20250114","2344"
"6930","日本アンテナ","東証ST","電気機器","8480","14300000","-","-","-","0.42","-","1402.37","59300","100","20250319","680","20250106","531"
"6932","遠藤照明","東証ST","電気機器","27129","14776321","4.58","84","6.62","0.62","277.47","2981.3","183600","100","20250502","1840","20250407","1130"
"6937","古河電池","東証PR","電気機器","45166","32800000","0","0","21.49","1.19","64.07","1156.06","137700","100","20250327","1393","20250409","1370"
"6941","山一電機","東証PR","電気機器","44817","21829775","4.34","89","8.33","1","246.41","2044.42","205300","100","20250123","2550","20250407","1650"
"6942","ソフィアホールディングス","東証ST","情報通信","5010","4677720","0","0","17.62","1.4","60.8","765.01","107100","100","20250327","1139","20250407","1005"
"6943","NKKスイッチズ","東証ST","電気機器","3496","842520","1.69","70","-","0.26","-607.71","16062.56","415000","100","20250210","4700","20250411","4025"
"6946","日本アビオニクス","東証ST","電気機器","49808","16764810","0.2","6","24.88","3.45","119.4","860.96","297100","100","20250501","3150","20250203","1952"
"6947","図研","東証PR","電気機器","114809","22249804","1.94","100","28.61","2.87","180.33","1799.69","516000","100","20250502","5200","20250110","4050"
"6951","日本電子","東証PR","電気機器","238803","51532800","1.99","92","10.08","1.68","459.71","2750.88","463400","100","20250124","6045","20250407","3810"
"6952","カシオ計算機","東証PR","電気機器","264465","237720914","-","-","31.89","1.15","34.89","969.36","111250","100","20250131","1310","20250407","1036"
"6954","ファナック","東証PR","電気機器","3702958","995418885","-","-","-","2.01","-","1847.86","372000","100","20250127","4847","20250409","3038"
"6955","FDK","東証ST","電気機器","13055","34536302","0","0","21.74","0.8","17.39","472.48","37800","100","20250129","705","20250407","308"
"6957","芝浦電子","東証ST","電気機器","92269","15559730","2.53","150","24.05","2.44","246.62","2425.4","593000","100","20250501","6140","20250203","3095"
"6958","日本シイエムケイ","東証PR","電気機器","28075","71256476","5.08","20","6.1","0.38","64.57","1049.6","39400","100","20250210","547","20250407","311"
"6960","フクダ電子","東証ST","電気機器","227239","37747300","2.82","170","10.52","0.99","572.37","6065.35","602000","100","20250106","7380","20250407","5760"
"6961","エンプラス","東証PR","電気機器","36693","9732897","2.12","80","15.86","0.6","237.69","6255.78","377000","100","20250131","5490","20250407","3240"
"6962","大真空","東証PR","電気機器","16969","32138881","5.3","28","34.09","0.44","15.49","1195.9","52800","100","20250122","657","20250407","447"
"6963","ローム","東証PR","電気機器","533973","403760000","3.78","50","-","0.53","-15.55","2498.78","132250","100","20250220","1684","20250409","1069"
"6964","サンコー","東証ST","電気機器","5292","9000000","3.4","20","9.49","0.33","61.98","1770.51","58800","100","20250321","600","20250407","515"
"6965","浜松ホトニクス","東証PR","電気機器","433621","319191114","2.8","38","22.91","1.29","59.3","1055.06","135850","100","20250127","1954","20250409","1116"
"6966","三井ハイテック","東証PR","電気機器","139121","197334325","2.55","18","14.31","1.17","49.25","601.83","70500","100","20250123","958","20250407","513"
"6967","新光電気工業","東証PR","電気機器","797650","135171942","-","-","-","2.81","-","2097.3","590100","100","20250404","10495","20250106","5685"
"6969","松尾電機","東証ST","電気機器","1640","3210000","0","0","4.97","0.64","102.89","796.35","51100","100","20250212","543","20250407","372"
"6971","京セラ","東証PR","電気機器","2573848","1510474320","2.93","50","120","0.72","14.2","2367.12","170400","100","20250319","1774","20250409","1484"
"6973","協栄産業","東証ST","卸売","7217","3193545","4.87","110","4.31","0.37","523.96","6134.97","226000","100","20250326","2510","20250407","1961"
"6976","太陽誘電","東証PR","電気機器","284527","130218481","4.12","90","54.49","0.81","40.1","2682.33","218500","100","20250212","2777","20250409","1740"
