SC,名称,市場,業種,時価総額(百万円),発行済株式数,配当利回り（予想）,1株配当（予想）,PER（予想）,PBR（実績）,EPS（予想）,BPS（実績）,最低購入額,単元株,高値日付,年初来高値,安値日付,年初来安値
3600,フジックス,東証ST,繊維製品,2290,1468093,3.21,50,-,0.23,-61.75,6813.12,156000,100,20250327,1661,20250407,1460
3607,クラウディアホールディングス,東証ST,繊維製品,3042,9689200,3.18,10,8.06,0.69,38.96,455.09,31400,100,20250324,380,20250407,250
3608,TSIホールディングス,東証PR,繊維製品,80701,74105793,3.67,40,18.01,0.7,60.47,1553.7,108900,100,20250206,1352,20250414,947
3611,マツオカコーポレーション,東証ST,繊維製品,19433,10532600,4.88,90,6.14,0.53,300.25,3466.46,184500,100,20250213,2024,20250407,1370
3612,ワールド,東証PR,繊維製品,85771,34390965,4.25,106,7.59,1.05,328.73,2384.9,249400,100,20250318,2766,20250228,2297
3633,GMOペパボ,東証ST,情報通信,7607,5468700,4.82,67,13.69,3.07,101.57,452.75,139100,100,20250205,1599,20250407,1254
3636,三菱総合研究所,東証PR,情報通信,71075,16044000,3.61,160,17.01,0.98,260.41,4537.05,443000,100,20250217,5070,20250407,3880
3646,駅探,東証GR,情報通信,2052,6018800,4.11,14,20.39,1,16.72,339.76,34100,100,20250326,432,20250407,293
3657,ポールトゥウィンホールディングス,東証PR,情報通信,13660,38156000,4.47,16,40.82,1.02,8.77,351.75,35800,100,20250219,458,20250407,299
3670,協立情報通信,東証ST,情報通信,1884,1205600,3.52,55,8.51,0.92,183.67,1706.46,156300,100,20250411,1804,20250318,1465
3671,ソフトマックス,東証GR,情報通信,5117,5999364,3.52,30,10.66,1.45,80.01,586.38,85300,100,20250424,929,20250407,730
3682,エンカレッジ・テクノロジ,東証ST,情報通信,4203,6924200,3.29,20,16.85,1.18,36.03,514.39,60700,100,20250212,647,20250407,510
3688,CARTAホールディングス,東証PR,情報通信,37724,25300971,3.89,58,20.96,1.56,71.14,955.64,149100,100,20250425,1570,20250407,1284
3708,特種東海製紙,東証PR,パルプ・紙,48425,13000000,3.22,120,10.19,0.56,365.43,6707.34,372500,100,20250423,3845,20250407,3075
3766,システムズ・デザイン,東証ST,情報通信,3437,3500000,4.58,45,13.92,0.75,70.55,1313.74,98200,100,20250221,1080,20250407,875
3771,システムリサーチ,東証PR,情報通信,29344,16720000,3.42,60,13.25,2.6,132.44,674.28,175500,100,20250502,1770,20250117,1329
3799,キーウェアソリューションズ,東証ST,情報通信,7853,9110000,3.25,28,8.17,0.78,105.49,1102.59,86200,100,20250428,878,20250407,607
3800,ユニリタ,東証ST,情報通信,15032,8000000,3.73,70,16.75,1.23,112.16,1529.31,187900,100,20250120,2004,20250407,1830
3817,SRAホールディングス,東証PR,情報通信,65303,15240000,3.97,170,11.76,1.74,364.41,2456.88,428500,100,20250310,4675,20250407,3850
3834,朝日ネット,東証PR,情報通信,21952,32000000,3.5,24,11.51,1.45,59.6,473.76,68600,100,20250414,711,20250407,622
3847,パシフィックシステム,東証ST,情報通信,6616,1480000,3.0,134,12.29,1.03,363.61,4359.31,447000,100,20250212,4550,20250407,3760
3848,データ・アプリケーション,東証ST,情報通信,6005,7414000,3.09,25,29.44,1.08,27.51,750.71,81000,100,20250321,909,20250407,743
3861,王子ホールディングス,東証PR,パルプ・紙,670202,1014381817,3.63,24,11.39,0.59,58.03,1123.28,66070,100,20250422,690,20250407,572
3877,中越パルプ工業,東証PR,パルプ・紙,20179,13354688,4.63,70,12.23,0.34,123.56,4477.2,151100,100,20250212,1588,20250407,1200
3891,ニッポン高度紙工業,東証ST,パルプ・紙,18787,10698482,3.99,70,10,0.77,175.61,2269.04,175600,100,20250127,2006,20250407,1351
3895,ハビックス,東証ST,パルプ・紙,3891,8175280,3.36,16,7.14,0.52,66.7,909.4,47600,100,20250423,514,20250407,421
3912,モバイルファクトリー,東証ST,情報通信,8256,8925495,4.32,40,9.71,2.25,95.27,411.74,92500,100,20250130,1050,20250407,780
3924,ランドコンピュータ,東証PR,情報通信,11913,17967900,5.43,36,14.17,2.13,46.79,310.59,66300,100,20250206,708,20250407,597
3925,ダブルスタンダード,東証PR,情報通信,20017,13580000,4.07,60,11.38,3.39,129.48,434.53,147400,100,20250214,1840,20250407,1174
3934,ベネフィットジャパン,東証ST,情報通信,7776,6004448,3.32,43,9.19,0.99,140.92,1308.75,129500,100,20250502,1295,20250407,993
3937,Ubicomホールディングス,東証PR,情報通信,15692,12249920,3.12,40,15.44,2.85,82.99,448.72,128100,100,20250214,1492,20250407,986
3941,レンゴー,東証PR,パルプ・紙,214026,271056029,3.8,30,6.99,0.43,112.99,1818.13,78960,100,20250131,881,20250407,673
3943,大石産業,東証ST,パルプ・紙,12835,9328000,3.42,47,10.43,0.58,131.96,2368.19,137600,100,20250318,1600,20250121,1101
3945,スーパーバッグ,東証ST,パルプ・紙,3737,1686154,4.74,105,3.78,0.69,586.95,3226.9,221600,100,20250422,2437,20250407,1905
3946,トーモク,東証PR,パルプ・紙,47658,19341568,4.06,100,5.79,0.44,425.38,5555.19,246400,100,20250324,2541,20250407,2090
3947,ダイナパック,東証ST,パルプ・紙,18808,10322591,4.39,80,9.07,0.4,200.93,4606.85,182200,100,20250310,2130,20250407,1616
3948,光ビジネスフォーム,東証ST,パルプ・紙,6025,5815294,3.86,40,16.45,0.62,62.98,1680.03,103600,100,20250428,1055,20250129,703
3950,ザ・パック,東証PR,パルプ・紙,63481,19900000,3.82,122,9.22,0.8,346.08,3964.51,319000,100,20250106,3650,20250407,2781
3951,朝日印刷,東証ST,パルプ・紙,19823,22890829,4.39,38,10.23,0.54,84.69,1590.85,86600,100,20250131,944,20250407,823
3953,大村紙業,東証ST,パルプ・紙,2799,3561676,6.36,50,10.77,0.55,73,1438.65,78600,100,20250114,910,20250407,695
3955,イムラ,東証ST,パルプ・紙,10311,10729370,3.12,30,12.27,0.58,78.35,1663.28,96100,100,20250107,1049,20250407,878
3958,笹徳印刷,東証ST,パルプ・紙,3389,6185000,3.28,18,11.2,0.33,48.95,1637.79,54800,100,20250425,551,20250117,496
3964,オークネット,東証PR,情報通信,60719,49526400,3.1,38,15.83,2.26,77.44,542.04,122600,100,20250214,1400,20250407,1041
3970,イノベーション,東証GR,情報通信,2973,2727700,3.67,40,9.69,0.85,112.47,1279.13,109000,100,20250207,1252,20250407,966
3974,SCAT,東証ST,情報通信,2127,5240000,3.45,14,8.47,0.59,47.93,683.96,40600,100,20250416,437,20250407,372
3981,ビーグリー,東証ST,情報通信,8501,6301986,3.56,48,8.49,1,158.95,1343.75,134900,100,20250110,1999,20250407,1120
4008,住友精化,東証PR,化学,66439,13987220,4.21,200,7.41,0.63,640.72,7526.81,475000,100,20250327,5200,20250407,4305
4016,MITホールディングス,東証ST,情報通信,1756,2118200,3.62,30,9.69,2.41,85.58,343.81,82900,100,20250418,896,20250407,652
4021,日産化学,東証PR,化学,586325,136800000,3.83,164,14.43,2.59,297.02,1651.67,428600,100,20250106,4997,20250409,3846
4022,ラサ工業,東証PR,化学,21195,7944203,3.6,96,8.4,0.81,317.79,3303.26,266800,100,20250327,2933,20250407,2224
4023,クレハ,東証PR,化学,139803,55433221,3.44,86.7,19.04,0.59,132.44,4251.98,252200,100,20250127,2939,20250409,2375
4026,神島化学工業,東証ST,ガラス土石,11920,9240000,3.41,44,7.08,0.94,182.11,1378.32,129000,100,20250213,1782,20250407,1147
4028,石原産業,東証PR,化学,69985,40383943,4.9,85,11.04,0.63,156.96,2749.51,173300,100,20250321,1922,20250407,1399
4041,日本曹達,東証PR,化学,152361,56787734,4.47,120,11.73,0.78,228.78,3422.17,268300,100,20250327,3035,20250407,2420
4042,東ソー,東証PR,化学,659102,325080956,4.93,100,10.58,0.8,191.55,2549.83,202750,100,20250319,2232,20250407,1755
4043,トクヤマ,東証PR,化学,204731,72088327,4.23,120,7.05,0.78,403.09,3635.62,284000,100,20250319,2970,20250407,2232
4044,セントラル硝子,東証PR,化学,77532,26000000,5.7,170,11.37,0.63,262.29,4699.5,298200,100,20250319,3460,20250407,2591
4045,東亞合成,東証PR,化学,152324,113000000,4.82,65,11.52,0.72,117.03,1880.1,134800,100,20250213,1540,20250407,1204
4061,デンカ,東証PR,化学,172684,88555840,5.13,100,18.67,0.55,104.44,3520.26,195000,100,20250108,2264,20250407,1744
4064,日本カーバイド工業,東証PR,化学,15872,9419659,4.75,80,7.84,0.46,214.81,3699.43,168500,100,20250318,1979,20250407,1410
4072,電算システムホールディングス,東証PR,情報通信,26607,10798341,3.25,80,10.38,1.19,237.29,2071.18,246400,100,20250328,2710,20250407,2160
4076,シイエヌエス,東証GR,情報通信,4562,2906000,4.78,75,9.33,1.19,168.27,1318.31,157000,100,20250501,1629,20250410,1294
4078,堺化学工業,東証PR,化学,42738,17000000,5.37,135,7.99,0.53,314.54,4735.82,251400,100,20250213,2890,20250407,2168
4082,第一稀元素化学工業,東証PR,化学,15811,24400000,4.01,26,19.92,0.44,32.53,1473.25,64800,100,20250327,742,20250407,570
4088,エア・ウォーター,東証PR,化学,451469,229755057,3.26,64,8.98,0.87,218.74,2246.35,196500,100,20250321,2010,20250407,1651
4092,日本化学工業,東証PR,化学,18756,8922775,4.38,92,7.13,0.4,294.62,5245.11,210200,100,20250217,2470,20250407,1733
4093,東邦アセチレン,東証PR,化学,12572,35020000,3.9,14,7.8,0.7,46.02,515.22,35900,100,20250212,385,20250407,325
4094,日本化学産業,東証ST,化学,30420,20280000,4.0,60,14.66,0.63,102.3,2381.12,150000,100,20250218,1650,20250407,1245
4095,日本パーカライジング,東証PR,化学,158330,132604524,4.19,50,11.21,0.72,106.51,1652.43,119400,100,20250306,1367,20250407,1018
4109,ステラケミファ,東証PR,化学,48715,12973248,4.53,170,15.07,1,249.22,3748.79,375500,100,20250110,4555,20250407,3130
4112,保土谷化学工業,東証PR,化学,25224,16827452,3.0,45,7.22,0.48,207.67,3109.92,149900,100,20250106,1938,20250407,1239
4114,日本触媒,東証PR,化学,260442,156000000,6.47,108,15.49,0.66,107.78,2542.12,166950,100,20250107,1951,20250407,1530
4116,大日精化工業,東証PR,化学,54104,18113110,5.22,156,5.13,0.41,582.76,7323.3,298700,100,20250321,3260,20250407,2510
4118,カネカ,東証PR,化学,232452,66000000,3.69,130,8.9,0.48,395.61,7366.43,352200,100,20250327,4038,20250407,3146
4119,日本ピグメントホールディングス,東証ST,化学,4806,1575899,3.28,100,0.71,0.22,4300.44,13655.18,305000,100,20250130,3290,20250407,2686
4120,スガイ化学工業,東証ST,化学,2979,1373000,3.23,70,7.66,0.38,283.22,5773.93,217000,100,20250331,2570,20250404,1969
4125,三和油化工業,東証ST,化学,5277,4318000,3.27,40,13.19,0.43,92.64,2830.31,122200,100,20250110,1699,20250407,1080
4171,グローバルインフォメーション,東証ST,情報通信,3949,2962200,4.5,60,11.96,1.6,111.43,833.76,133300,100,20250106,1376,20250407,1200
4172,東和ハイシステム,東証ST,情報通信,4890,2228000,4.01,88,11.93,1.23,184.03,1786.42,219500,100,20250326,2260,20250123,1845
4174,アピリッツ,東証ST,情報通信,3376,4163262,3.45,28,8.74,1.4,92.8,580.54,81100,100,20250318,914,20250409,690
4182,三菱瓦斯化学,東証PR,化学,469415,211686599,4.28,95,9.24,0.65,240,3399.98,221750,100,20250106,2836,20250407,1918
4183,三井化学,東証PR,化学,636876,200843815,4.73,150,10.74,0.68,295.36,4630.99,317100,100,20250325,3643,20250407,2644
4188,三菱ケミカルグループ,東証PR,化学,1061180,1506288107,4.54,32,19.28,0.55,36.54,1270.37,70450,100,20250107,823,20250409,594
4189,KHネオケム,東証PR,化学,93505,37149400,4.17,105,9.32,1.35,270.18,1866.63,251700,100,20250324,2660,20250114,1945
4197,アスマーク,東証ST,情報通信,2738,1139700,3.21,77,9.47,1.82,253.6,1318.88,240200,100,20250421,2508,20250407,2360
4198,テンダ,東証ST,情報通信,5348,6634800,3.35,27,16.26,1.97,49.56,408.3,80600,100,20250107,1133,20250407,732
4202,ダイセル,東証PR,化学,338562,276942682,4.91,60,6.59,0.86,185.62,1413.85,122250,100,20250206,1420,20250407,1058
4204,積水化学工業,東証PR,化学,1087932,444507285,3.27,80,12.46,1.27,196.39,1933.56,244750,100,20250106,2776,20250407,2151
4205,日本ゼオン,東証PR,化学,301030,215251856,5.15,72,11.04,0.77,126.72,1810.79,139850,100,20250321,1598,20250407,1250
4206,アイカ工業,東証PR,化学,238054,67590664,3.86,136,12.08,1.28,291.55,2762.12,352200,100,20250502,3522,20250409,3153
4208,UBE,東証PR,化学,220471,106200107,5.3,110,-,0.52,-180.25,3986.27,207600,100,20250106,2425,20250407,1788
4212,積水樹脂,東証PR,化学,59332,31813598,3.75,70,16.27,0.62,114.66,3001.69,186500,100,20250107,2188,20250407,1607
4220,リケンテクノス,東証PR,化学,54127,53275019,4.04,41,8.96,0.8,113.33,1267.5,101600,100,20250324,1168,20250407,840
4221,大倉工業,東証PR,化学,50466,12414870,4.8,195,10.66,0.77,381.5,5304.62,406500,100,20250430,4245,20250117,2937
4224,ロンシール工業,東証ST,化学,6697,4625309,4.83,70,133.46,0.34,10.85,4218.21,144800,100,20250325,1602,20250407,1370
4229,群栄化学工業,東証PR,化学,27535,8998308,3.27,100,11.94,0.41,256.34,7420.64,306000,100,20250428,3245,20250407,2561
4231,タイガースポリマー,東証ST,化学,17376,20111598,6.13,53,5.07,0.42,170.48,2048.06,86400,100,20250502,885,20250407,594
4234,サンエー化研,東証ST,化学,6328,11320000,3.22,18,15.77,0.27,35.44,2092.92,55900,100,20250203,642,20250407,519
4235,ウルトラファブリックス・ホールディングス,東証ST,化学,11825,16965200,5.6,39,7.33,0.73,95.13,958.05,69700,100,20250106,919,20250407,592
4245,ダイキアクシス,東証ST,化学,9092,13672100,3.61,24,13.55,0.93,49.08,714.05,66500,100,20250327,708,20250407,580
4246,ダイキョーニシカワ,東証PR,化学,41751,73896400,6.02,34,7.05,0.5,80.14,1141.33,56500,100,20250106,647,20250407,493
4247,ポバール興業,東証ST,化学,3048,2634800,3.28,38,22.09,0.53,52.38,2169.11,115700,100,20250414,1333,20250407,1067
4248,竹本容器,東証ST,化学,10274,12529200,4.39,36,13.72,0.87,59.77,940.11,82000,100,20250430,858,20250407,750
4249,森六,東証PR,化学,33019,14860000,4.73,105,-,0.44,-565.62,5067.8,222200,100,20250325,2270,20250407,1763
4251,恵和,東証PR,化学,17357,19285152,3.89,35,6.57,0.76,137.01,1190.51,90000,100,20250220,1272,20250407,757
4272,日本化薬,東証PR,化学,223745,165003570,4.42,60,12.45,0.81,108.94,1670.51,135600,100,20250204,1464,20250203,1215
4275,カーリット,東証PR,化学,25253,24050000,3.43,36,8.84,0.65,118.8,1611.37,105000,100,20250106,1252,20250407,840
4284,ソルクシーズ,東証ST,情報通信,10192,26820594,3.42,13,13.21,1.21,28.77,314.51,38000,100,20250428,390,20250407,304
4287,ジャストプランニング,東証ST,情報通信,4483,12452638,3.06,11,10.38,1.18,34.67,304.28,36000,100,20250108,399,20250407,320
4290,プレステージ・インターナショナル,東証PR,サービス,86084,128676300,3.59,24,16.07,1.86,41.62,359.98,66900,100,20250130,744,20250407,592
4293,セプテーニ・ホールディングス,東証ST,サービス,75677,211389654,5.03,18,19.54,1.06,18.32,336.89,35800,100,20250206,407,20250407,321
4299,ハイマックス,東証ST,情報通信,15293,12412992,3.65,45,11.06,1.26,111.39,979.67,123200,100,20250106,1466,20250407,1052
4308,Jストリーム,東証GR,情報通信,10550,28057400,3.72,14,17.12,0.89,21.96,424.82,37600,100,20250317,435,20250407,338
4310,ドリームインキュベータ,東証PR,サービス,30414,9534316,13.26,423,-,2.14,-,1487.57,319000,100,20250319,4570,20250407,2224
4317,レイ,東証ST,サービス,6333,14328976,3.39,15,8.48,0.87,52.12,505.96,44200,100,20250220,462,20250115,383
4318,クイック,東証PR,サービス,40058,18850676,4.71,100,10.74,2.23,197.79,953.58,212500,100,20250106,2280,20250407,1665
4320,CEホールディングス,東証ST,情報通信,9845,16139400,3.61,22,11.25,1.53,54.23,398.14,61000,100,20250310,697,20250117,511
4324,電通グループ,東証PR,サービス,787300,265800000,4.71,139.5,76.88,1.1,38.53,2684.57,296200,100,20250106,3808,20250409,2652
4331,テイクアンドギヴ・ニーズ,東証PR,サービス,12587,14619330,4.65,40,6.28,0.77,137.07,1121.48,86100,100,20250109,1040,20250407,779
4333,東邦システムサイエンス,東証PR,情報通信,24813,20798988,3.35,40,18.35,2.28,65,524.28,119300,100,20250131,1403,20250407,1022
4334,ユークス,東証ST,情報通信,4172,11096000,3.46,13,9.53,1.3,39.44,290.05,37600,100,20250313,435,20250407,302
4335,アイ・ピー・エス,東証ST,情報通信,3046,2466000,3.08,38,11.49,1.91,107.45,645.55,123500,100,20250416,1430,20250407,1000
4345,シーティーエス,東証PR,サービス,32970,42000000,3.57,28,13.51,2.52,58.09,311.58,78500,100,20250106,905,20250407,675
4347,ブロードメディア,東証ST,サービス,11940,7500000,3.14,50,13.35,2.45,119.29,649.95,159200,100,20250131,1987,20250407,1452
4361,川口化学工業,東証ST,化学,1570,1220000,3.89,50,7.12,0.55,180.71,2353.4,128700,100,20250404,1468,20250407,1001
4362,日本精化,東証PR,化学,55972,25372447,4.26,94,12.41,1.03,177.79,2140.58,220600,100,20250106,2378,20250407,1726
4367,広栄化学,東証ST,化学,11280,4900000,4.34,100,40.21,0.52,57.25,4434.37,230200,100,20250131,2557,20250407,2060
4386,SIGグループ,東証ST,情報通信,3738,5933220,3.97,25,9.4,1.59,67.03,396.58,63000,100,20250213,739,20250407,518
4401,ADEKA,東証PR,化学,272651,103768142,3.69,97,10.93,0.91,240.33,2903.26,262750,100,20250124,2963,20250407,2126
4404,ミヨシ油脂,東証ST,食料品,17006,10306895,6.06,100,1.73,0.54,951.45,3049.76,165000,100,20250327,1756,20250407,1423
4409,東邦化学工業,東証ST,化学,13920,21350000,3.07,20,9.93,0.69,65.63,944.93,65200,100,20250205,725,20250407,514
4410,ハリマ化成グループ,東証PR,化学,20577,26080396,5.32,42,15.96,0.51,49.45,1538.53,78900,100,20250319,896,20250407,753
4430,東海ソフト,東証ST,情報通信,7912,4920300,3.23,52,9.6,1.32,167.42,1216.61,160800,100,20250220,1620,20250407,1247
4433,ヒト・コミュニケーションズ・ホールディングス,東証PR,情報通信,16933,17899333,3.81,36,15.73,0.97,60.14,975.82,94600,100,20250321,1030,20250407,813
4461,第一工業製薬,東証PR,化学,27598,10684321,3.87,100,9.89,0.65,261.13,3950.86,258300,100,20250106,3840,20250407,2107
4463,日華化学,東証ST,化学,22810,17710000,4.66,60,7.84,0.63,164.2,2031.14,128800,100,20250328,1394,20250117,1083
4465,ニイタカ,東証ST,化学,12873,5943052,3.69,80,8.2,0.88,264.25,2453.65,216600,100,20250428,2190,20250130,1885
4471,三洋化成工業,東証PR,化学,85666,23534752,4.67,170,20.12,0.59,180.95,6170.93,364000,100,20250106,4120,20250407,3310
4481,ベース,東証PR,情報通信,56568,18793200,3.89,117,12.88,4.2,233.71,716.36,301000,100,20250217,3570,20250407,2470
4486,ユナイトアンドグロウ,東証GR,情報通信,4697,3974000,4.74,56,11.9,2.28,99.34,517.36,118200,100,20250214,1315,20250407,1000
4492,ゼネテック,東証ST,情報通信,6077,11687000,3.46,18,12.64,2.72,41.13,191.13,52000,100,20250131,639,20250407,411
4502,武田薬品工業,東証PR,医薬品,7030406,1590949609,4.44,196,59.12,0.94,74.75,4679.77,441900,100,20250321,4573,20250411,3916
4503,アステラス製薬,東証PR,医薬品,2638489,1809663075,5.35,78,20.08,1.72,72.61,845.25,145800,100,20250115,1560,20250409,1244
4516,日本新薬,東証PR,医薬品,262389,70251484,3.32,124,7.99,1.02,467.69,3672.81,373500,100,20250304,4182,20250407,3268
4521,科研製薬,東証PR,医薬品,187067,45939730,4.67,190,11.02,0.99,369.67,4099.38,407200,100,20250312,4901,20250417,3959
4523,エーザイ,東証PR,医薬品,1245634,291649149,3.75,160,28.21,1.38,151.4,3098.23,427100,100,20250128,4733,20250409,3463
4526,理研ビタミン,東証PR,食料品,79250,30705100,3.41,88,8.8,0.98,293.16,2637.92,258100,100,20250501,2599,20250407,2204
4528,小野薬品工業,東証PR,医薬品,831321,498692800,4.8,80,15.66,0.96,106.46,1737.08,166700,100,20250418,1754,20250212,1504
4531,有機合成薬品工業,東証ST,化学,5515,21974000,3.59,9,6.81,0.42,36.87,592.39,25100,100,20250319,280,20250407,214
4538,扶桑薬品工業,東証PR,医薬品,22569,9451169,3.43,82,7.85,0.53,304.34,4532.25,238800,100,20250310,2641,20250407,2028
4539,日本ケミファ,東証ST,医薬品,6200,4261420,3.44,50,87.49,0.28,16.63,5120.29,145500,100,20250106,1538,20250409,1410
4540,ツムラ,東証PR,医薬品,330138,76758362,3.16,136,9.61,1.12,447.77,3843.73,430100,100,20250107,4775,20250409,3935
4544,H.U.グループホールディングス,東証PR,サービス,160611,57473822,4.47,125,52.93,1.14,52.8,2440.8,279450,100,20250327,2850,20250407,2440
4548,生化学工業,東証PR,医薬品,40168,56814093,4.24,30,23.38,0.52,30.24,1354.91,70700,100,20250106,805,20250409,625
4552,JCRファーマ,東証PR,医薬品,64065,129686308,4.05,20,-,1.15,-34.56,430.95,49400,100,20250106,632,20250409,386
4554,富士製薬工業,東証PR,医薬品,33839,24863600,3.34,45.5,9.79,0.69,138.96,1958.43,136100,100,20250106,1606,20250407,1180
4569,杏林製薬,東証PR,医薬品,96007,64607936,3.5,52,9.49,0.66,156.66,2264.15,148600,100,20250305,1698,20250221,1331
4577,ダイト,東証PR,医薬品,32170,15348440,3.34,70,21.34,0.62,98.24,3402.45,209600,100,20250328,2293,20250110,1992
4595,ミズホメディー,東証ST,医薬品,28634,19051200,5.66,85,8.86,1.65,169.62,911.05,150300,100,20250114,1550,20250407,1341
4611,大日本塗料,東証PR,化学,37346,29710678,3.9,49,8.32,0.59,151.02,2134.26,125700,100,20250206,1314,20250407,1005
4617,中国塗料,東証PR,化学,115830,55000000,4.27,90,7.73,1.33,272.32,1578.98,210600,100,20250204,2429,20250407,1674
4619,日本特殊塗料,東証ST,化学,35086,23611200,4.04,60,7.52,0.59,197.71,2530.05,148600,100,20250326,1540,20250117,1210
4620,藤倉化成,東証ST,化学,14623,30850000,3.8,18,28.66,0.35,16.54,1359.04,47400,100,20250326,542,20250407,429
4623,アサヒペン,東証ST,化学,7772,4500000,3.47,60,8.33,0.48,207.23,3615.51,172700,100,20250312,1887,20250417,1670
4626,太陽ホールディングス,東証PR,化学,298268,58369505,5.68,290,17.73,2.76,288.18,1854.68,511000,100,20250430,5380,20250218,3815
4627,ナトコ,東証ST,化学,11329,8144400,3.74,52,10.72,0.45,129.77,3124.96,139100,100,20250328,1550,20250115,1290
4631,DIC,東証PR,化学,260111,95156904,3.66,100,10.78,0.64,253.48,4239.67,273350,100,20250107,3599,20250409,2447
4633,サカタインクス,東証PR,化学,98648,54172361,4.94,90,8.36,0.8,217.72,2264.08,182100,100,20250321,2021,20250407,1519
4634,artience,東証PR,化学,154904,53286544,3.44,100,8.43,0.56,344.83,5164.85,290700,100,20250321,3290,20250407,2502
4635,東京インキ,東証ST,化学,10712,2725758,4.83,190,9.09,0.35,432.47,11223.89,393000,100,20250324,4380,20250114,3220
4641,アルプス技研,東証PR,サービス,55248,20746675,3.53,94,14.3,2.83,186.16,940.44,266300,100,20250424,2724,20250407,2174
4644,イマジニア,東証ST,情報通信,10628,10649000,5.51,55,16.29,0.8,61.28,1245.74,99800,100,20250327,1102,20250407,925
4658,日本空調サービス,東証PR,サービス,36571,35784000,3.91,40,12.58,1.43,81.27,714.81,102200,100,20250131,1113,20250407,822
4659,エイジス,東証ST,サービス,27477,10771200,3.33,85,10.56,0.9,241.52,2833.02,255100,100,20250502,2599,20250407,2200
4662,フォーカスシステムズ,東証PR,情報通信,18232,16292942,3.75,42,11.83,1.23,94.62,910.08,111900,100,20250325,1159,20250407,912
4664,アール・エス・シー,東証ST,サービス,1649,2940000,4.28,24,8.22,0.75,68.26,745.77,56100,100,20250109,740,20250407,451
4668,明光ネットワークジャパン,東証PR,サービス,20019,27803600,3.61,26,21.36,1.51,33.7,478.3,72000,100,20250110,795,20250407,669
4671,ファルコホールディングス,東証ST,サービス,25340,10880177,5.28,123,14.59,0.96,159.61,2425.39,232900,100,20250106,2510,20250407,2065
4674,クレスコ,東証PR,情報通信,48930,42000000,3.43,40,12,1.59,97.06,731.22,116500,100,20250106,1229,20250407,1005
4678,秀英予備校,東証ST,サービス,1872,6710000,3.58,10,5.85,0.43,47.69,645.61,27900,100,20250327,308,20250407,235
4694,ビー・エム・エル,東証PR,サービス,123923,42294426,4.1,120,18.73,0.9,156.43,3271.98,293000,100,20250327,3115,20250407,2663
4705,クリップコーポレーション,東証ST,サービス,3529,4536000,5.78,45,-,0.58,0,1336.41,77800,100,20250327,859,20250407,751
4709,IDホールディングス,東証PR,情報通信,34425,17229712,3.5,70,13.92,2.48,143.52,807.18,199800,100,20250430,2031,20250407,1501
4714,リソー教育,東証PR,サービス,41405,171806159,4.15,10,20.49,3.43,11.76,70.31,24100,100,20250108,305,20250407,223
4719,アルファシステムズ,東証PR,情報通信,44476,14052400,3.95,125,14.57,1.04,217.26,3044.65,316500,100,20250130,3690,20250407,2800
4725,CACホールディングス,東証PR,情報通信,42356,20541400,4.85,100,-,0.94,-,2187.8,206200,100,20250401,2129,20250107,1651
4728,トーセ,東証ST,情報通信,4805,7763040,4.04,25,58.67,0.78,10.55,795.56,61900,100,20250110,726,20250407,561
4743,アイティフォー,東証PR,情報通信,41561,27911900,3.36,50,14.66,2.17,101.6,687.41,148900,100,20250325,1575,20250225,1251
4745,東京個別指導学院,東証ST,サービス,16722,54291435,3.9,12,16.78,1.92,18.35,160.23,30800,100,20250130,359,20250407,290
4750,ダイサン,東証ST,サービス,4083,7618000,4.1,22,12.97,0.63,41.32,856.31,53600,100,20250328,620,20250117,531
4752,昭和システムエンジニアリング,東証ST,情報通信,6527,4810000,3.68,50,8.82,1.12,153.77,1213.98,135700,100,20250120,1490,20250407,1240
4760,アルファ,東証ST,サービス,1305,915444,3.51,50,6.19,0.86,230.09,1663.59,142500,100,20250425,1790,20250407,1163
4762,エックスネット,東証ST,情報通信,10715,8261600,3.47,45,8.61,1.86,150.72,699,129700,100,20250106,1528,20250130,1273
4767,テー・オー・ダブリュー,東証ST,サービス,15523,48969096,4.73,15,9.04,1.32,35.08,239.68,31700,100,20250217,326,20250407,283
4769,IC,東証ST,情報通信,7794,7732270,3.37,34,17.19,1.26,58.64,799.15,100800,100,20250428,1049,20250407,860
4792,山田コンサルティンググループ,東証PR,サービス,34440,19896000,4.45,77,11.31,1.88,153.08,919.1,173100,100,20250129,1988,20250407,1425
4800,オリコン,東証ST,情報通信,12023,15123200,4.53,36,8.83,1.87,90.04,425.93,79500,100,20250324,850,20250407,730
4809,パラカ,東証PR,不動産,19331,10370600,3.49,65,9.53,0.98,195.58,1908.47,186400,100,20250207,1917,20250407,1597
4820,イーエムシステムズ,東証PR,情報通信,52251,70514800,4.72,35,27.63,2.49,26.82,297.04,74100,100,20250220,817,20250407,644
4826,CIJ,東証PR,情報通信,31061,66798288,3.01,14,20.88,1.86,22.27,250.53,46500,100,20250129,493,20250407,369
4832,JFEシステムズ,東証ST,情報通信,50102,31412000,4.26,68,11.76,1.52,135.63,1050.81,159500,100,20250306,1925,20250407,1287
4845,スカラ,東証PR,情報通信,7104,17760959,4.0,16,20.42,1.59,19.59,251.64,40000,100,20250305,440,20250407,341
4847,インテリジェントウェイブ,東証PR,情報通信,28052,26340000,3.29,35,17.54,3.06,60.73,348.18,106500,100,20250107,1278,20250407,873
